commodity,date,price
KOLKATA,2008-06-01,617
KOLKATA,2009-06-01,895
KOLKATA,2010-06-01,841
KOLKATA,2011-06-01,888
KOLKATA,2012-06-01,828
KOLKATA,2013-06-01,1660
KOLKATA,2014-06-01,1834
KOLKATA,2015-06-01,2282
KOLKATA,2004-07-01,579
KOLKATA,2005-07-01,562
KOLKATA,2006-07-01,587
KOLKATA,2007-07-01,1085
KOLKATA,2008-07-01,843
KOLKATA,2009-07-01,1009
KOLKATA,2010-07-01,928
KOLKATA,2011-07-01,1163
KOLKATA,2012-07-01,860
KOLKATA,2013-07-01,2585
KOLKATA,2014-07-01,2504
KOLKATA,2015-07-01,2676
KOLKATA,2004-08-01,671
KOLKATA,2005-08-01,760
KOLKATA,2006-08-01,659
KOLKATA,2007-08-01,1334
KOLKATA,2008-08-01,1086
KOLKATA,2009-08-01,1016
KOLKATA,2010-08-01,1073
KOLKATA,2011-08-01,1405
KOLKATA,2012-08-01,1050
KOLKATA,2013-08-01,4285
KOLKATA,2014-08-01,2374
KOLKATA,2015-08-01,4536
KOLKATA,2004-09-01,684
KOLKATA,2005-09-01,1152
KOLKATA,2006-09-01,680
KOLKATA,2007-09-01,1627
KOLKATA,2008-09-01,956
KOLKATA,2009-09-01,1071
KOLKATA,2010-09-01,1601
KOLKATA,2011-09-01,1473
KOLKATA,2012-09-01,1084
KOLKATA,2013-09-01,4633
KOLKATA,2014-09-01,2111
KOLKATA,2015-09-01,4805
KOLKATA,2004-10-01,797
KOLKATA,2005-10-01,1431
KOLKATA,2006-10-01,668
KOLKATA,2007-10-01,1767
KOLKATA,2008-10-01,951
KOLKATA,2009-10-01,1924
KOLKATA,2010-10-01,1840
KOLKATA,2011-10-01,1316
KOLKATA,2012-10-01,1302
KOLKATA,2013-10-01,4719
KOLKATA,2014-10-01,2075
KOLKATA,2015-10-01,3606
KOLKATA,2004-11-01,679
KOLKATA,2005-11-01,1444
KOLKATA,2006-11-01,712
KOLKATA,2007-11-01,1199
KOLKATA,2008-11-01,1398
KOLKATA,2009-11-01,2049
KOLKATA,2010-11-01,2444
KOLKATA,2011-11-01,1243
KOLKATA,2012-11-01,1666
KOLKATA,2013-11-01,4078
KOLKATA,2014-11-01,2090
KOLKATA,2015-11-01,2709
KOLKATA,2004-12-01,619
KOLKATA,2005-12-01,883
KOLKATA,2006-12-01,874
KOLKATA,2007-12-01,794
KOLKATA,2008-12-01,1517
KOLKATA,2009-12-01,2212
KOLKATA,2010-12-01,3123
KOLKATA,2011-12-01,1000
KOLKATA,2012-12-01,1816
KOLKATA,2013-12-01,2432
KOLKATA,2014-12-01,2258
KOLKATA,2015-12-01,1847
KOPERGAON(MS),2015-01-01,1242
KOPERGAON(MS),2016-01-01,1191
KOPERGAON(MS),2015-02-01,1644
KOPERGAON(MS),2016-02-01,865
KOPERGAON(MS),2015-03-01,1126
KOPERGAON(MS),2015-04-01,915
KOPERGAON(MS),2015-05-01,1283
KOPERGAON(MS),2015-06-01,1719
KOPERGAON(MS),2015-07-01,2026
KOPERGAON(MS),2015-08-01,4256
KOPERGAON(MS),2015-09-01,4050
KOPERGAON(MS),2015-10-01,3300
KOPERGAON(MS),2014-11-01,1086
KOPERGAON(MS),2015-11-01,1860
KOPERGAON(MS),2014-12-01,1328
KOPERGAON(MS),2015-12-01,1411
KOTA(RAJ),2013-01-01,822
KOTA(RAJ),2016-01-01,756
KOTA(RAJ),2013-02-01,290
KOTA(RAJ),2014-02-01,602
KOTA(RAJ),2014-03-01,796
KOTA(RAJ),2013-04-01,775
KOTA(RAJ),2014-04-01,737
KOTA(RAJ),2014-05-01,624
KOTA(RAJ),2014-06-01,945
KOTA(RAJ),2012-07-01,737
KOTA(RAJ),2013-07-01,1482
KOTA(RAJ),2015-07-01,1698
KOTA(RAJ),2012-08-01,663
KOTA(RAJ),2015-08-01,3436
KOTA(RAJ),2012-09-01,683
KOTA(RAJ),2014-09-01,1736
KOTA(RAJ),2015-09-01,4117
KOTA(RAJ),2012-10-01,769
KOTA(RAJ),2013-10-01,3130
KOTA(RAJ),2015-10-01,2052
KOTA(RAJ),2012-11-01,732
KOTA(RAJ),2013-11-01,2644
KOTA(RAJ),2015-11-01,1139
KOTA(RAJ),2013-12-01,1118
KOTA(RAJ),2015-12-01,709
KURNOOL(AP),2004-01-01,714
KURNOOL(AP),2006-01-01,305
KURNOOL(AP),2007-01-01,639
KURNOOL(AP),2008-01-01,348
KURNOOL(AP),2009-01-01,1085
KURNOOL(AP),2010-01-01,1235
KURNOOL(AP),2011-01-01,2551
KURNOOL(AP),2012-01-01,291
KURNOOL(AP),2013-01-01,1116
KURNOOL(AP),2014-01-01,925
KURNOOL(AP),2015-01-01,1230
KURNOOL(AP),2016-01-01,1059
KURNOOL(AP),2004-02-01,647
KURNOOL(AP),2005-02-01,238
KURNOOL(AP),2006-02-01,210
KURNOOL(AP),2007-02-01,856
KURNOOL(AP),2008-02-01,286
KURNOOL(AP),2009-02-01,1032
KURNOOL(AP),2010-02-01,955
KURNOOL(AP),2011-02-01,988
KURNOOL(AP),2012-02-01,327
KURNOOL(AP),2013-02-01,1486
KURNOOL(AP),2014-02-01,666
KURNOOL(AP),2015-02-01,1524
KURNOOL(AP),2016-02-01,656
KURNOOL(AP),2004-03-01,392
KURNOOL(AP),2005-03-01,223
KURNOOL(AP),2006-03-01,175
KURNOOL(AP),2007-03-01,624
KURNOOL(AP),2008-03-01,259
KURNOOL(AP),2009-03-01,722
KURNOOL(AP),2010-03-01,492
KURNOOL(AP),2011-03-01,541
KURNOOL(AP),2012-03-01,373
KURNOOL(AP),2013-03-01,1087
KURNOOL(AP),2014-03-01,609
KURNOOL(AP),2015-03-01,1211
KURNOOL(AP),2004-04-01,276
KURNOOL(AP),2006-04-01,168
KURNOOL(AP),2007-04-01,539
KURNOOL(AP),2008-04-01,219
KURNOOL(AP),2009-04-01,488
KURNOOL(AP),2010-04-01,385
KURNOOL(AP),2011-04-01,473
KURNOOL(AP),2012-04-01,441
KURNOOL(AP),2013-04-01,788
KURNOOL(AP),2014-04-01,633
KURNOOL(AP),2015-04-01,1075
KURNOOL(AP),2004-05-01,267
KURNOOL(AP),2005-05-01,160
KURNOOL(AP),2006-05-01,80
KURNOOL(AP),2007-05-01,476
KURNOOL(AP),2008-05-01,236
KURNOOL(AP),2009-05-01,404
KURNOOL(AP),2010-05-01,405
KURNOOL(AP),2011-05-01,434
KURNOOL(AP),2012-05-01,492
KURNOOL(AP),2014-05-01,821
KURNOOL(AP),2015-05-01,1100
KURNOOL(AP),2004-06-01,254
KURNOOL(AP),2005-06-01,375
KURNOOL(AP),2006-06-01,195
KURNOOL(AP),2007-06-01,643
KURNOOL(AP),2008-06-01,355
KURNOOL(AP),2009-06-01,566
KURNOOL(AP),2010-06-01,504
KURNOOL(AP),2011-06-01,646
KURNOOL(AP),2013-06-01,1243
KURNOOL(AP),2014-06-01,1072
KURNOOL(AP),2015-06-01,1413
KURNOOL(AP),2004-07-01,335
KURNOOL(AP),2006-07-01,296
KURNOOL(AP),2007-07-01,779
KURNOOL(AP),2008-07-01,714
KURNOOL(AP),2009-07-01,642
KURNOOL(AP),2010-07-01,619
KURNOOL(AP),2011-07-01,825
KURNOOL(AP),2012-07-01,620
KURNOOL(AP),2013-07-01,2083
KURNOOL(AP),2014-07-01,1813
KURNOOL(AP),2015-07-01,1919
KURNOOL(AP),2004-08-01,468
KURNOOL(AP),2005-08-01,600
KURNOOL(AP),2006-08-01,435
KURNOOL(AP),2007-08-01,907
KURNOOL(AP),2008-08-01,761
KURNOOL(AP),2009-08-01,661
KURNOOL(AP),2010-08-01,716
KURNOOL(AP),2011-08-01,1006
KURNOOL(AP),2012-08-01,712
KURNOOL(AP),2013-08-01,3054
KURNOOL(AP),2014-08-01,1668
KURNOOL(AP),2015-08-01,3206
KURNOOL(AP),2004-09-01,350
KURNOOL(AP),2005-09-01,763
KURNOOL(AP),2006-09-01,356
KURNOOL(AP),2007-09-01,990
KURNOOL(AP),2008-09-01,519
KURNOOL(AP),2009-09-01,652
KURNOOL(AP),2010-09-01,924
KURNOOL(AP),2011-09-01,871
KURNOOL(AP),2012-09-01,606
KURNOOL(AP),2013-09-01,3386
KURNOOL(AP),2014-09-01,1062
KURNOOL(AP),2015-09-01,3209
KURNOOL(AP),2004-10-01,328
KURNOOL(AP),2005-10-01,995
KURNOOL(AP),2006-10-01,200
KURNOOL(AP),2007-10-01,985
KURNOOL(AP),2008-10-01,506
KURNOOL(AP),2009-10-01,983
KURNOOL(AP),2010-10-01,1228
KURNOOL(AP),2011-10-01,772
KURNOOL(AP),2012-10-01,675
KURNOOL(AP),2013-10-01,3089
KURNOOL(AP),2014-10-01,1131
KURNOOL(AP),2015-10-01,1983
KURNOOL(AP),2004-11-01,285
KURNOOL(AP),2005-11-01,705
KURNOOL(AP),2006-11-01,273
KURNOOL(AP),2007-11-01,647
KURNOOL(AP),2008-11-01,817
KURNOOL(AP),2009-11-01,1335
KURNOOL(AP),2010-11-01,1626
KURNOOL(AP),2011-11-01,673
KURNOOL(AP),2012-11-01,703
KURNOOL(AP),2013-11-01,2501
KURNOOL(AP),2014-11-01,1078
KURNOOL(AP),2015-11-01,1593
KURNOOL(AP),2004-12-01,292
KURNOOL(AP),2005-12-01,510
KURNOOL(AP),2006-12-01,370
KURNOOL(AP),2007-12-01,477
KURNOOL(AP),2008-12-01,883
KURNOOL(AP),2009-12-01,1485
KURNOOL(AP),2010-12-01,2511
KURNOOL(AP),2011-12-01,445
KURNOOL(AP),2012-12-01,963
KURNOOL(AP),2013-12-01,1425
KURNOOL(AP),2014-12-01,1240
KURNOOL(AP),2015-12-01,1262
LASALGAON(MS),1996-01-01,226
LASALGAON(MS),1997-01-01,290
LASALGAON(MS),1998-01-01,1037
LASALGAON(MS),1999-01-01,498
LASALGAON(MS),2000-01-01,225
LASALGAON(MS),2001-01-01,494
LASALGAON(MS),2002-01-01,250
LASALGAON(MS),2003-01-01,166
LASALGAON(MS),2004-01-01,814
LASALGAON(MS),2005-01-01,263
LASALGAON(MS),2006-01-01,306
LASALGAON(MS),2007-01-01,868
LASALGAON(MS),2008-01-01,256
LASALGAON(MS),2009-01-01,1238
LASALGAON(MS),2010-01-01,1311
LASALGAON(MS),2011-01-01,2379
LASALGAON(MS),2012-01-01,375
LASALGAON(MS),2013-01-01,1441
LASALGAON(MS),2014-01-01,978
LASALGAON(MS),2015-01-01,1301
LASALGAON(MS),2016-01-01,1108
LASALGAON(MS),1996-02-01,186
LASALGAON(MS),1997-02-01,271
LASALGAON(MS),1998-02-01,920
LASALGAON(MS),1999-02-01,271
LASALGAON(MS),2000-02-01,197
LASALGAON(MS),2001-02-01,340
LASALGAON(MS),2002-02-01,214
LASALGAON(MS),2003-02-01,140
LASALGAON(MS),2004-02-01,723
LASALGAON(MS),2005-02-01,244
LASALGAON(MS),2006-02-01,214
LASALGAON(MS),2007-02-01,960
LASALGAON(MS),2008-02-01,248
LASALGAON(MS),2009-02-01,1113
LASALGAON(MS),2010-02-01,1000
LASALGAON(MS),2011-02-01,829
LASALGAON(MS),2012-02-01,341
LASALGAON(MS),2013-02-01,1436
LASALGAON(MS),2014-02-01,746
LASALGAON(MS),2015-02-01,1404
LASALGAON(MS),2016-02-01,802
LASALGAON(MS),1996-03-01,243
LASALGAON(MS),1997-03-01,273
LASALGAON(MS),1998-03-01,417
LASALGAON(MS),1999-03-01,233
LASALGAON(MS),2000-03-01,211
LASALGAON(MS),2001-03-01,320
LASALGAON(MS),2002-03-01,193
LASALGAON(MS),2003-03-01,235
LASALGAON(MS),2004-03-01,393
LASALGAON(MS),2005-03-01,194
LASALGAON(MS),2006-03-01,151
LASALGAON(MS),2007-03-01,639
LASALGAON(MS),2008-03-01,299
LASALGAON(MS),2009-03-01,726
LASALGAON(MS),2010-03-01,626
LASALGAON(MS),2011-03-01,430
LASALGAON(MS),2012-03-01,330
LASALGAON(MS),2013-03-01,992
LASALGAON(MS),2014-03-01,837
LASALGAON(MS),2015-03-01,1206
LASALGAON(MS),1996-04-01,254
LASALGAON(MS),1997-04-01,214
LASALGAON(MS),1998-04-01,258
LASALGAON(MS),1999-04-01,358
LASALGAON(MS),2000-04-01,212
LASALGAON(MS),2001-04-01,263
LASALGAON(MS),2002-04-01,177
LASALGAON(MS),2003-04-01,309
LASALGAON(MS),2004-04-01,297
LASALGAON(MS),2005-04-01,270
LASALGAON(MS),2006-04-01,234
LASALGAON(MS),2007-04-01,449
LASALGAON(MS),2008-04-01,272
LASALGAON(MS),2009-04-01,468
LASALGAON(MS),2010-04-01,515
LASALGAON(MS),2011-04-01,548
LASALGAON(MS),2012-04-01,407
LASALGAON(MS),2013-04-01,838
LASALGAON(MS),2014-04-01,888
LASALGAON(MS),2015-04-01,1093
LASALGAON(MS),1996-05-01,269
LASALGAON(MS),1997-05-01,213
LASALGAON(MS),1998-05-01,321
LASALGAON(MS),1999-05-01,533
LASALGAON(MS),2000-05-01,188
LASALGAON(MS),2001-05-01,223
LASALGAON(MS),2002-05-01,187
LASALGAON(MS),2003-05-01,340
LASALGAON(MS),2004-05-01,303
LASALGAON(MS),2005-05-01,187
LASALGAON(MS),2006-05-01,208
LASALGAON(MS),2007-05-01,482
LASALGAON(MS),2008-05-01,246
LASALGAON(MS),2009-05-01,483
LASALGAON(MS),2010-05-01,552
LASALGAON(MS),2011-05-01,549
LASALGAON(MS),2012-05-01,372
LASALGAON(MS),2013-05-01,912
LASALGAON(MS),2014-05-01,988
LASALGAON(MS),2015-05-01,1198
LASALGAON(MS),1996-06-01,367
LASALGAON(MS),1997-06-01,195
LASALGAON(MS),1998-06-01,583
LASALGAON(MS),1999-06-01,443
LASALGAON(MS),2000-06-01,177
LASALGAON(MS),2001-06-01,308
LASALGAON(MS),2002-06-01,297
LASALGAON(MS),2003-06-01,448
LASALGAON(MS),2004-06-01,381
LASALGAON(MS),2005-06-01,274
LASALGAON(MS),2006-06-01,331
LASALGAON(MS),2007-06-01,768
LASALGAON(MS),2008-06-01,376
LASALGAON(MS),2009-06-01,660
LASALGAON(MS),2010-06-01,599
LASALGAON(MS),2011-06-01,725
LASALGAON(MS),2012-06-01,475
LASALGAON(MS),2013-06-01,1385
LASALGAON(MS),2014-06-01,1367
LASALGAON(MS),2015-06-01,1554
LASALGAON(MS),1996-07-01,368
LASALGAON(MS),1997-07-01,168
LASALGAON(MS),1998-07-01,844
LASALGAON(MS),1999-07-01,429
LASALGAON(MS),2000-07-01,204
LASALGAON(MS),2001-07-01,359
LASALGAON(MS),2002-07-01,358
LASALGAON(MS),2003-07-01,459
LASALGAON(MS),2004-07-01,366
LASALGAON(MS),2005-07-01,344
LASALGAON(MS),2006-07-01,309
LASALGAON(MS),2007-07-01,856
LASALGAON(MS),2008-07-01,703
LASALGAON(MS),2009-07-01,610
LASALGAON(MS),2010-07-01,651
LASALGAON(MS),2011-07-01,843
LASALGAON(MS),2012-07-01,534
LASALGAON(MS),2013-07-01,2102
LASALGAON(MS),2014-07-01,1886
LASALGAON(MS),2015-07-01,2118
LASALGAON(MS),1996-08-01,340
LASALGAON(MS),1997-08-01,210
LASALGAON(MS),1998-08-01,1343
LASALGAON(MS),1999-08-01,397
LASALGAON(MS),2000-08-01,278
LASALGAON(MS),2001-08-01,532
LASALGAON(MS),2002-08-01,442
LASALGAON(MS),2003-08-01,507
LASALGAON(MS),2004-08-01,389
LASALGAON(MS),2005-08-01,639
LASALGAON(MS),2006-08-01,346
LASALGAON(MS),2007-08-01,1179
LASALGAON(MS),2008-08-01,776
LASALGAON(MS),2009-08-01,656
LASALGAON(MS),2010-08-01,859
LASALGAON(MS),2011-08-01,1084
LASALGAON(MS),2012-08-01,593
LASALGAON(MS),2013-08-01,3694
LASALGAON(MS),2014-08-01,1610
LASALGAON(MS),2015-08-01,4124
LASALGAON(MS),1996-09-01,317
LASALGAON(MS),1997-09-01,241
LASALGAON(MS),1998-09-01,1908
LASALGAON(MS),1999-09-01,619
LASALGAON(MS),2000-09-01,303
LASALGAON(MS),2001-09-01,497
LASALGAON(MS),2002-09-01,436
LASALGAON(MS),2003-09-01,537
LASALGAON(MS),2004-09-01,400
LASALGAON(MS),2005-09-01,920
LASALGAON(MS),2006-09-01,358
LASALGAON(MS),2007-09-01,1475
LASALGAON(MS),2008-09-01,643
LASALGAON(MS),2009-09-01,666
LASALGAON(MS),2010-09-01,1353
LASALGAON(MS),2011-09-01,1056
LASALGAON(MS),2012-09-01,490
LASALGAON(MS),2013-09-01,4593
LASALGAON(MS),2014-09-01,1340
LASALGAON(MS),2015-09-01,4130
LASALGAON(MS),1996-10-01,492
LASALGAON(MS),1997-10-01,331
LASALGAON(MS),1998-10-01,2632
LASALGAON(MS),1999-10-01,611
LASALGAON(MS),2000-10-01,440
LASALGAON(MS),2001-10-01,547
LASALGAON(MS),2002-10-01,577
LASALGAON(MS),2003-10-01,748
LASALGAON(MS),2004-10-01,502
LASALGAON(MS),2005-10-01,1175
LASALGAON(MS),2006-10-01,419
LASALGAON(MS),2007-10-01,1358
LASALGAON(MS),2008-10-01,612
LASALGAON(MS),2009-10-01,1368
LASALGAON(MS),2010-10-01,1393
LASALGAON(MS),2011-10-01,844
LASALGAON(MS),2012-10-01,802
LASALGAON(MS),2013-10-01,4197
LASALGAON(MS),2014-10-01,1422
LASALGAON(MS),2015-10-01,3248
LASALGAON(MS),1996-11-01,376
LASALGAON(MS),1997-11-01,711
LASALGAON(MS),1998-11-01,1689
LASALGAON(MS),1999-11-01,439
LASALGAON(MS),2000-11-01,601
LASALGAON(MS),2001-11-01,745
LASALGAON(MS),2002-11-01,389
LASALGAON(MS),2003-11-01,597
LASALGAON(MS),2004-11-01,386
LASALGAON(MS),2005-11-01,1134
LASALGAON(MS),2006-11-01,600
LASALGAON(MS),2007-11-01,724
LASALGAON(MS),2008-11-01,917
LASALGAON(MS),2009-11-01,1417
LASALGAON(MS),2010-11-01,1452
LASALGAON(MS),2011-11-01,763
LASALGAON(MS),2012-11-01,1049
LASALGAON(MS),2013-11-01,2983
LASALGAON(MS),2014-11-01,1432
LASALGAON(MS),2015-11-01,2134
LASALGAON(MS),1996-12-01,385
LASALGAON(MS),1997-12-01,837
LASALGAON(MS),1998-12-01,1069
LASALGAON(MS),1999-12-01,306
LASALGAON(MS),2000-12-01,512
LASALGAON(MS),2001-12-01,413
LASALGAON(MS),2002-12-01,244
LASALGAON(MS),2003-12-01,679
LASALGAON(MS),2004-12-01,319
LASALGAON(MS),2005-12-01,548
LASALGAON(MS),2006-12-01,700
LASALGAON(MS),2007-12-01,458
LASALGAON(MS),2008-12-01,1079
LASALGAON(MS),2009-12-01,1263
LASALGAON(MS),2010-12-01,2011
LASALGAON(MS),2011-12-01,575
LASALGAON(MS),2012-12-01,1207
LASALGAON(MS),2013-12-01,1335
LASALGAON(MS),2014-12-01,1514
LASALGAON(MS),2015-12-01,1280
LONAND(MS),1998-01-01,1340
LONAND(MS),1999-01-01,502
LONAND(MS),2000-01-01,243
LONAND(MS),2001-01-01,456
LONAND(MS),2002-01-01,238
LONAND(MS),2004-01-01,799
LONAND(MS),2005-01-01,336
LONAND(MS),2006-01-01,273
LONAND(MS),2007-01-01,829
LONAND(MS),2008-01-01,315
LONAND(MS),2009-01-01,1297
LONAND(MS),2010-01-01,1131
LONAND(MS),2011-01-01,2492
LONAND(MS),2012-01-01,446
LONAND(MS),2013-01-01,1357
LONAND(MS),2014-01-01,900
LONAND(MS),2015-01-01,1050
LONAND(MS),2016-01-01,1200
LONAND(MS),1998-02-01,731
LONAND(MS),1999-02-01,243
LONAND(MS),2000-02-01,254
LONAND(MS),2001-02-01,308
LONAND(MS),2002-02-01,225
LONAND(MS),2003-02-01,165
LONAND(MS),2004-02-01,652
LONAND(MS),2005-02-01,299
LONAND(MS),2006-02-01,197
LONAND(MS),2007-02-01,819
LONAND(MS),2008-02-01,293
LONAND(MS),2009-02-01,1056
LONAND(MS),2010-02-01,950
LONAND(MS),2011-02-01,800
LONAND(MS),2012-02-01,388
LONAND(MS),2013-02-01,1304
LONAND(MS),2014-02-01,619
LONAND(MS),2015-02-01,1363
LONAND(MS),2016-02-01,839
LONAND(MS),1998-03-01,355
LONAND(MS),1999-03-01,260
LONAND(MS),2000-03-01,198
LONAND(MS),2001-03-01,261
LONAND(MS),2002-03-01,138
LONAND(MS),2003-03-01,221
LONAND(MS),2004-03-01,369
LONAND(MS),2005-03-01,259
LONAND(MS),2006-03-01,213
LONAND(MS),2007-03-01,513
LONAND(MS),2008-03-01,285
LONAND(MS),2009-03-01,692
LONAND(MS),2010-03-01,627
LONAND(MS),2011-03-01,538
LONAND(MS),2012-03-01,410
LONAND(MS),2013-03-01,989
LONAND(MS),2014-03-01,725
LONAND(MS),2015-03-01,1140
LONAND(MS),1998-04-01,265
LONAND(MS),1999-04-01,330
LONAND(MS),2000-04-01,130
LONAND(MS),2001-04-01,226
LONAND(MS),2002-04-01,164
LONAND(MS),2003-04-01,272
LONAND(MS),2004-04-01,333
LONAND(MS),2005-04-01,235
LONAND(MS),2006-04-01,187
LONAND(MS),2007-04-01,409
LONAND(MS),2008-04-01,247
LONAND(MS),2009-04-01,489
LONAND(MS),2010-04-01,455
LONAND(MS),2011-04-01,535
LONAND(MS),2012-04-01,418
LONAND(MS),2013-04-01,925
LONAND(MS),2014-04-01,788
LONAND(MS),2015-04-01,1133
LONAND(MS),1998-05-01,375
LONAND(MS),1999-05-01,433
LONAND(MS),2000-05-01,143
LONAND(MS),2001-05-01,192
LONAND(MS),2002-05-01,165
LONAND(MS),2003-05-01,262
LONAND(MS),2004-05-01,307
LONAND(MS),2005-05-01,235
LONAND(MS),2006-05-01,163
LONAND(MS),2007-05-01,506
LONAND(MS),2008-05-01,225
LONAND(MS),2009-05-01,493
LONAND(MS),2010-05-01,463
LONAND(MS),2011-05-01,514
LONAND(MS),2012-05-01,375
LONAND(MS),2013-05-01,1100
LONAND(MS),2014-05-01,1007
LONAND(MS),2015-05-01,1380
LONAND(MS),1998-06-01,547
LONAND(MS),1999-06-01,430
LONAND(MS),2000-06-01,162
LONAND(MS),2001-06-01,220
LONAND(MS),2002-06-01,270
LONAND(MS),2003-06-01,396
LONAND(MS),2004-06-01,325
LONAND(MS),2005-06-01,260
LONAND(MS),2006-06-01,275
LONAND(MS),2007-06-01,788
LONAND(MS),2008-06-01,338
LONAND(MS),2009-06-01,708
LONAND(MS),2010-06-01,585
LONAND(MS),2011-06-01,625
LONAND(MS),2012-06-01,520
LONAND(MS),2013-06-01,1508
LONAND(MS),2014-06-01,1490
LONAND(MS),2015-06-01,1775
LONAND(MS),1998-07-01,775
LONAND(MS),1999-07-01,404
LONAND(MS),2000-07-01,178
LONAND(MS),2001-07-01,280
LONAND(MS),2002-07-01,287
LONAND(MS),2003-07-01,406
LONAND(MS),2004-07-01,319
LONAND(MS),2005-07-01,400
LONAND(MS),2007-07-01,825
LONAND(MS),2009-07-01,638
LONAND(MS),2010-07-01,588
LONAND(MS),2011-07-01,683
LONAND(MS),2012-07-01,547
LONAND(MS),2013-07-01,1933
LONAND(MS),2014-07-01,1767
LONAND(MS),2015-07-01,1650
LONAND(MS),1998-08-01,1083
LONAND(MS),1999-08-01,380
LONAND(MS),2000-08-01,165
LONAND(MS),2001-08-01,450
LONAND(MS),2002-08-01,410
LONAND(MS),2003-08-01,500
LONAND(MS),2004-08-01,279
LONAND(MS),2006-08-01,275
LONAND(MS),2007-08-01,1113
LONAND(MS),2009-08-01,550
LONAND(MS),2010-08-01,703
LONAND(MS),2011-08-01,1088
LONAND(MS),2012-08-01,583
LONAND(MS),2013-08-01,2400
LONAND(MS),2014-08-01,1550
LONAND(MS),2015-08-01,3600
LONAND(MS),1998-09-01,1400
LONAND(MS),1999-09-01,597
LONAND(MS),2000-09-01,353
LONAND(MS),2001-09-01,513
LONAND(MS),2002-09-01,520
LONAND(MS),2003-09-01,592
LONAND(MS),2004-09-01,409
LONAND(MS),2005-09-01,564
LONAND(MS),2006-09-01,243
LONAND(MS),2007-09-01,1038
LONAND(MS),2008-09-01,500
LONAND(MS),2009-09-01,563
LONAND(MS),2010-09-01,1159
LONAND(MS),2011-09-01,1071
LONAND(MS),2012-09-01,578
LONAND(MS),2013-09-01,3075
LONAND(MS),2014-09-01,1417
LONAND(MS),2015-09-01,4000
LONAND(MS),1998-10-01,1833
LONAND(MS),1999-10-01,444
LONAND(MS),2000-10-01,378
LONAND(MS),2002-10-01,542
LONAND(MS),2003-10-01,714
LONAND(MS),2004-10-01,384
LONAND(MS),2005-10-01,915
LONAND(MS),2006-10-01,290
LONAND(MS),2007-10-01,1094
LONAND(MS),2008-10-01,425
LONAND(MS),2009-10-01,1056
LONAND(MS),2010-10-01,1025
LONAND(MS),2011-10-01,897
LONAND(MS),2012-10-01,783
LONAND(MS),2013-10-01,3533
LONAND(MS),2014-10-01,1408
LONAND(MS),2015-10-01,2475
LONAND(MS),1998-11-01,1638
LONAND(MS),1999-11-01,431
LONAND(MS),2000-11-01,544
LONAND(MS),2002-11-01,427
LONAND(MS),2003-11-01,550
LONAND(MS),2004-11-01,343
LONAND(MS),2005-11-01,904
LONAND(MS),2006-11-01,350
LONAND(MS),2007-11-01,730
LONAND(MS),2008-11-01,800
LONAND(MS),2009-11-01,1254
LONAND(MS),2010-11-01,1331
LONAND(MS),2011-11-01,935
LONAND(MS),2012-11-01,1113
LONAND(MS),2013-11-01,2433
LONAND(MS),2014-11-01,1325
LONAND(MS),2015-11-01,2107
LONAND(MS),1998-12-01,1200
LONAND(MS),1999-12-01,265
LONAND(MS),2000-12-01,511
LONAND(MS),2001-12-01,455
LONAND(MS),2002-12-01,265
LONAND(MS),2003-12-01,605
LONAND(MS),2004-12-01,332
LONAND(MS),2005-12-01,413
LONAND(MS),2006-12-01,473
LONAND(MS),2007-12-01,488
LONAND(MS),2008-12-01,984
LONAND(MS),2009-12-01,1356
LONAND(MS),2010-12-01,2820
LONAND(MS),2011-12-01,542
LONAND(MS),2012-12-01,1264
LONAND(MS),2013-12-01,1267
LONAND(MS),2014-12-01,1608
LONAND(MS),2015-12-01,1108
LUCKNOW,2004-01-01,935
LUCKNOW,2005-01-01,467
LUCKNOW,2007-01-01,1028
LUCKNOW,2008-01-01,453
LUCKNOW,2009-01-01,1321
LUCKNOW,2010-01-01,1599
LUCKNOW,2011-01-01,3454
LUCKNOW,2012-01-01,721
LUCKNOW,2013-01-01,1339
LUCKNOW,2014-01-01,1202
LUCKNOW,2015-01-01,1701
LUCKNOW,2016-01-01,1393
LUCKNOW,2004-02-01,912
LUCKNOW,2005-02-01,428
LUCKNOW,2006-02-01,482
LUCKNOW,2007-02-01,1294
LUCKNOW,2008-02-01,432
LUCKNOW,2009-02-01,1400
LUCKNOW,2010-02-01,1548
LUCKNOW,2011-02-01,1384
LUCKNOW,2012-02-01,556
LUCKNOW,2013-02-01,1713
LUCKNOW,2014-02-01,1048
LUCKNOW,2015-02-01,1600
LUCKNOW,2016-02-01,1156
LUCKNOW,2004-03-01,681
LUCKNOW,2005-03-01,380
LUCKNOW,2006-03-01,475
LUCKNOW,2007-03-01,981
LUCKNOW,2008-03-01,465
LUCKNOW,2009-03-01,1152
LUCKNOW,2010-03-01,1147
LUCKNOW,2011-03-01,885
LUCKNOW,2012-03-01,643
LUCKNOW,2013-03-01,1378
LUCKNOW,2014-03-01,1108
LUCKNOW,2015-03-01,1684
LUCKNOW,2004-04-01,423
LUCKNOW,2007-04-01,663
LUCKNOW,2008-04-01,501
LUCKNOW,2009-04-01,845
LUCKNOW,2010-04-01,827
LUCKNOW,2011-04-01,676
LUCKNOW,2012-04-01,685
LUCKNOW,2013-04-01,1137
LUCKNOW,2014-04-01,1233
LUCKNOW,2015-04-01,1540
