commodity,date,price,region,source,price_change_pct,rolling_7,rolling_14,rolling_30,volatility,trend
abohar(pb),2009-12-01,1450.0,india,fao,-0.03139612558450233,1146.857142857143,787.1428571428571,,493.17421822699714,
abohar(pb),2010-01-01,1460.0,india,fao,0.006896551724137945,1295.857142857143,848.4285714285714,,380.632118355519,
abohar(pb),2010-02-01,1322.0,india,fao,-0.09452054794520548,1384.7142857142858,902.6428571428571,,276.7831367007483,
abohar(pb),2010-03-01,688.0,india,fao,-0.4795763993948563,1368.7142857142858,924.6428571428571,,316.5915951114913,
abohar(pb),2010-04-01,611.0,india,fao,-0.11191860465116277,1241.7142857142858,940.3571428571429,,417.4073606944481,
abohar(pb),2010-05-01,494.0,india,fao,-0.19148936170212771,1074.5714285714287,949.5,,452.8737341109763,
abohar(pb),2010-06-01,460.0,india,fao,-0.06882591093117407,926.4285714285714,954.5,722.2333333333333,461.19332791605495,204.1952380952381
abohar(pb),2010-07-01,617.0,india,fao,0.3413043478260869,807.4285714285714,977.1428571428571,727.9333333333333,407.98033332619406,79.49523809523816
abohar(pb),2010-08-01,877.0,india,fao,0.4213938411669369,724.1428571428571,1010.0,746.3666666666667,296.96320118348467,-22.223809523809564
abohar(pb),2010-09-01,1318.0,india,fao,0.5028506271379705,723.5714285714286,1054.142857142857,779.5666666666667,295.6218627136458,-55.995238095238165
abohar(pb),2010-10-01,1504.0,india,fao,0.14112291350531114,840.1428571428571,1104.4285714285713,813.8666666666667,415.7392726904001,26.276190476190436
abohar(pb),2010-11-01,1633.0,india,fao,0.08577127659574457,986.1428571428571,1113.9285714285713,857.7,493.95324629342167,128.44285714285706
abohar(pb),2010-12-01,3028.0,india,fao,0.8542559706062463,1348.142857142857,1211.357142857143,947.0333333333333,863.481987569598,401.1095238095238
abohar(pb),2011-01-01,3433.0,india,fao,0.1337516512549537,1772.857142857143,1349.642857142857,1044.8333333333333,1062.1332980643924,728.0238095238096
abohar(pb),2011-02-01,1125.0,india,fao,-0.6722982813865424,1845.4285714285713,1326.4285714285713,1050.2333333333333,984.5142384517792,795.195238095238
abohar(pb),2011-03-01,855.0,india,fao,-0.24,1842.2857142857142,1283.2142857142858,1038.1666666666667,988.1494006956839,804.1190476190475
abohar(pb),2011-04-01,553.0,india,fao,-0.3532163742690059,1733.0,1228.2857142857142,1033.2666666666667,1092.5821098053307,699.7333333333333
abohar(pb),2011-05-01,444.0,india,fao,-0.1971066907775768,1581.5714285714287,1210.857142857143,1028.0,1197.9830072727605,553.5714285714287
abohar(pb),2011-06-01,469.0,india,fao,0.056306306306306286,1415.2857142857142,1200.7142857142858,1024.8666666666666,1268.3712277675538,390.41904761904766
abohar(pb),2011-07-01,780.0,india,fao,0.6631130063965884,1094.142857142857,1221.142857142857,1038.2,1059.3555318480871,55.942857142857065
abohar(pb),2011-08-01,1050.0,india,fao,0.34615384615384626,753.7142857142857,1263.2857142857142,1060.1666666666667,275.03315817413437,-306.4523809523811
abohar(pb),2011-09-01,1225.0,india,fao,0.16666666666666674,768.0,1306.7142857142858,1088.8,299.0785849906347,-320.79999999999995
abohar(pb),2011-10-01,1119.0,india,fao,-0.086530612244898,805.7142857142857,1324.0,1113.1,327.2011177067887,-307.38571428571424
abohar(pb),2011-11-01,992.0,india,fao,-0.11349419124218052,868.4285714285714,1300.7142857142858,1136.1666666666667,312.4285823154141,-267.7380952380953
abohar(pb),2011-12-01,600.0,india,fao,-0.3951612903225806,890.7142857142857,1236.142857142857,1142.2666666666667,281.10123578864824,-251.552380952381
abohar(pb),2012-01-01,605.0,india,fao,0.008333333333333304,910.1428571428571,1162.7142857142858,1139.1,250.08493795204194,-228.9571428571428
abohar(pb),2012-02-01,570.0,india,fao,-0.05785123966942152,880.1428571428571,987.1428571428571,1131.4333333333334,279.1997066446823,-251.29047619047628
abohar(pb),2012-03-01,608.0,india,fao,0.06666666666666665,817.0,785.3571428571429,1101.7,284.31672479824397,-284.70000000000005
abohar(pb),2012-04-01,573.0,india,fao,-0.05756578947368418,723.8571428571429,745.9285714285714,1065.3333333333333,229.98509268459807,-341.47619047619037
abohar(pb),2012-05-01,500.0,india,fao,-0.1273996509598604,635.4285714285714,720.5714285714286,1032.1,161.5527335401229,-396.67142857142846
abohar(pb),2012-06-01,557.0,india,fao,0.1140000000000001,573.2857142857143,720.8571428571429,1002.3333333333334,37.79644730092493,-429.04761904761904
abohar(pb),2012-07-01,693.0,india,fao,0.24416517055655307,586.5714285714286,738.6428571428571,976.7666666666667,59.09556425219998,-390.1952380952381
abohar(pb),2012-08-01,786.0,india,fao,0.1341991341991342,612.4285714285714,761.2857142857143,958.9,96.3549983876598,-346.47142857142853
abohar(pb),2012-09-01,775.0,india,fao,-0.013994910941475869,641.7142857142857,760.9285714285714,961.8,111.3039596266533,-320.0857142857143
abohar(pb),2012-10-01,925.0,india,fao,0.19354838709677424,687.0,752.0,972.2666666666667,152.25526810809188,-285.26666666666665
abohar(pb),2012-11-01,1150.0,india,fao,0.2432432432432432,769.4285714285714,746.6428571428571,994.1333333333333,220.94558692346115,-224.70476190476188
abohar(pb),2012-12-01,1270.0,india,fao,0.10434782608695659,879.4285714285714,757.4285714285714,1021.1333333333333,253.69986016476145,-141.70476190476188
abohar(pb),2013-01-01,1605.0,india,fao,0.2637795275590551,1029.142857142857,801.2142857142857,1054.0666666666666,329.5893548905114,-24.923809523809496
abohar(pb),2013-02-01,1629.0,india,fao,0.01495327102803734,1162.857142857143,874.7142857142857,1079.1333333333334,359.03919404034934,83.72380952380945
abohar(pb),2013-03-01,1080.0,india,fao,-0.3370165745856354,1204.857142857143,908.6428571428571,1071.2,322.9940291354372,133.65714285714284
abohar(pb),2013-04-01,1035.0,india,fao,-0.04166666666666663,1242.0,941.8571428571429,1055.5666666666666,276.9981949399686,186.4333333333334
abohar(pb),2013-05-01,814.0,india,fao,-0.21352657004830922,1226.142857142857,956.5714285714286,1028.2666666666667,300.36168673308464,197.87619047619046
abohar(pb),2013-06-01,1110.0,india,fao,0.36363636363636354,1220.4285714285713,994.9285714285714,964.3333333333334,302.4251186342715,256.09523809523796
abohar(pb),2013-07-01,2187.0,india,fao,0.9702702702702704,1351.4285714285713,1115.4285714285713,922.8,476.17253775736236,428.6285714285714
abohar(pb),2013-08-01,3718.0,india,fao,0.7000457247370828,1653.2857142857142,1341.2142857142858,1009.2333333333333,1021.353630284457,644.0523809523809
abohar(pb),2013-09-01,4800.0,india,fao,0.29101667563206024,2106.285714285714,1634.5714285714287,1140.7333333333333,1566.5108483809615,965.5523809523809
abohar(pb),2013-10-01,4429.0,india,fao,-0.07729166666666665,2584.714285714286,1894.7857142857142,1269.9333333333334,1706.0294755450664,1314.7809523809524
abohar(pb),2013-11-01,2867.0,india,fao,-0.3526755475276586,2846.4285714285716,2044.2142857142858,1350.7,1563.2140882535216,1495.7285714285715
abohar(pb),2013-12-01,1938.0,india,fao,-0.3240320892919428,3007.0,2116.5714285714284,1399.6666666666667,1364.7847205084531,1607.3333333333333
abohar(pb),2014-01-01,1256.0,india,fao,-0.3519091847265222,3027.8571428571427,2124.1428571428573,1415.5333333333333,1331.6763155976803,1612.3238095238094
abohar(pb),2014-02-01,983.0,india,fao,-0.21735668789808915,2855.8571428571427,2103.6428571428573,1413.3,1522.4696415770702,1442.5571428571427
abohar(pb),2014-03-01,994.0,india,fao,0.011190233977619535,2466.714285714286,2060.0,1405.6,1610.935516429891,1061.1142857142859
abohar(pb),2014-04-01,772.0,india,fao,-0.2233400402414487,1891.2857142857142,1998.7857142857142,1394.0333333333333,1334.2093431799117,497.2523809523809
abohar(pb),2014-05-01,953.0,india,fao,0.23445595854922274,1394.7142857142858,1989.7142857142858,1392.7333333333333,752.2179901876206,1.9809523809524308
abohar(pb),2014-06-01,942.0,india,fao,-0.011542497376705096,1119.7142857142858,1983.0714285714287,1404.1333333333334,387.9307130084387,-284.41904761904766
abohar(pb),2014-07-01,1883.0,india,fao,0.9989384288747345,1111.857142857143,2059.4285714285716,1446.7333333333333,368.6739429231115,-334.87619047619046
abohar(pb),2014-08-01,1923.0,india,fao,0.021242697822623446,1207.142857142857,2117.5,1491.8333333333333,481.1692109059009,-284.69047619047615
abohar(pb),2014-09-01,1884.0,india,fao,-0.020280811232449292,1335.857142857143,2095.8571428571427,1534.3666666666666,529.3182497551052,-198.50952380952367
abohar(pb),2014-10-01,1914.0,india,fao,0.015923566878981,1467.2857142857142,1967.0,1579.0666666666666,544.2939506938357,-111.78095238095239
abohar(pb),2014-11-01,1781.0,india,fao,-0.06948798328108674,1611.4285714285713,1751.357142857143,1621.7666666666667,455.9038119102373,-10.33809523809532
abohar(pb),2014-12-01,1659.0,india,fao,-0.06850084222346997,1712.2857142857142,1553.5,1658.5,352.2828949796425,53.78571428571422
abohar(pb),2015-01-01,1613.0,india,fao,-0.02772754671488853,1808.142857142857,1463.9285714285713,1689.1666666666667,127.02811837204773,118.97619047619037
abohar(pb),2015-02-01,1688.0,india,fao,0.046497210167389946,1780.2857142857142,1446.0714285714287,1719.2333333333333,129.23842860609005,61.05238095238087
abohar(pb),2015-03-01,1745.0,india,fao,0.03376777251184837,1754.857142857143,1481.0,1751.5666666666666,112.96522853136166,3.2904761904762836
abohar(pb),2015-05-01,1310.0,india,fao,-0.24928366762177645,1672.857142857143,1504.357142857143,1764.4,187.4028002026894,-91.5428571428572
abohar(pb),2015-06-01,1457.0,india,fao,0.11221374045801524,1607.5714285714287,1537.4285714285713,1774.6333333333334,167.99192157447658,-167.06190476190477
abohar(pb),2015-07-01,1517.0,india,fao,0.041180507892930596,1569.857142857143,1590.642857142857,1782.8666666666666,151.38078760906913,-213.00952380952367
agra(up),2005-01-01,377.0,india,fao,,,,,,
agra(up),2005-02-01,345.0,india,fao,-0.08488063660477452,,,,,
agra(up),2005-04-01,360.0,india,fao,0.04347826086956519,,,,,
agra(up),2005-05-01,338.0,india,fao,-0.061111111111111116,,,,,
agra(up),2005-06-01,340.0,india,fao,0.00591715976331364,,,,,
agra(up),2005-07-01,350.0,india,fao,0.02941176470588225,,,,,
agra(up),2005-08-01,501.0,india,fao,0.4314285714285715,373.0,,,58.01723881744115,
agra(up),2005-09-01,894.0,india,fao,0.784431137724551,446.85714285714283,,,205.52244692606254,
agra(up),2005-10-01,1267.0,india,fao,0.41722595078299785,578.5714285714286,,,363.8350620555314,
agra(up),2005-11-01,1119.0,india,fao,-0.11681136543014992,687.0,,,399.2175680837038,
agra(up),2005-12-01,760.0,india,fao,-0.3208221626452189,747.2857142857143,,,368.4054443525115,
agra(up),2006-01-01,549.0,india,fao,-0.27763157894736845,777.1428571428571,,,337.02889518626773,
agra(up),2006-02-01,412.0,india,fao,-0.24954462659380694,786.0,,,324.5150227647405,
agra(up),2006-03-01,376.0,india,fao,-0.08737864077669899,768.1428571428571,570.5714285714286,,345.5678556479796,
agra(up),2006-04-01,361.0,india,fao,-0.039893617021276584,692.0,569.4285714285714,,370.9995507634297,
agra(up),2006-05-01,288.0,india,fao,-0.20221606648199442,552.1428571428571,565.3571428571429,,294.82052651934333,
agra(up),2006-06-01,327.0,india,fao,0.13541666666666674,439.0,563.0,,163.94511276643755,
agra(up),2006-07-01,396.0,india,fao,0.21100917431192667,387.0,567.1428571428571,,82.81304245105302,
agra(up),2006-08-01,420.0,india,fao,0.06060606060606055,368.57142857142856,572.8571428571429,,47.63702041779712,
agra(up),2006-09-01,496.0,india,fao,0.18095238095238098,380.57142857142856,583.2857142857143,,67.0319753124255,
agra(up),2006-10-01,534.0,india,fao,0.0766129032258065,403.14285714285717,585.6428571428571,,88.42403250140448,
agra(up),2006-11-01,511.0,india,fao,-0.04307116104868913,424.57142857142856,558.2857142857143,,94.47725853850913,
agra(up),2006-12-01,534.0,india,fao,0.045009784735812186,459.7142857142857,505.92857142857144,,79.82629952113537,
agra(up),2007-01-01,801.0,india,fao,0.5,527.4285714285714,483.2142857142857,,132.28738557002444,
agra(up),2007-02-01,1051.0,india,fao,0.3121098626716605,621.0,504.0,,223.81688944313373,
agra(up),2007-03-01,1042.0,india,fao,-0.008563273073263544,709.8571428571429,539.2142857142857,,252.36707958278322,
agra(up),2007-04-01,566.0,india,fao,-0.45681381957773515,719.8571428571429,550.2142857142857,,243.71939368286397,
agra(up),2007-05-01,513.0,india,fao,-0.09363957597173145,716.8571428571429,560.0,,246.5018110626022,
agra(up),2007-06-01,563.0,india,fao,0.09746588693957126,724.2857142857143,574.4285714285714,,239.96090951494176,
agra(up),2007-07-01,962.0,india,fao,0.7087033747779752,785.4285714285714,622.5714285714286,578.4333333333333,237.9137498778757,206.99523809523816
agra(up),2007-08-01,1132.0,india,fao,0.17671517671517667,832.7142857142857,680.0714285714286,603.6,271.97899078526535,229.11428571428564
agra(up),2007-09-01,1384.0,india,fao,0.22261484098939932,880.2857142857143,750.6428571428571,638.2333333333333,337.7033778755722,242.052380952381
agra(up),2007-10-01,1405.0,india,fao,0.015173410404624388,932.1428571428571,821.0,673.0666666666667,390.42943390213674,259.0761904761904
agra(up),2007-11-01,1035.0,india,fao,-0.2633451957295374,999.1428571428571,859.5,696.3,355.8339634208765,302.84285714285716
agra(up),2007-12-01,728.0,india,fao,-0.29661835748792276,1029.857142857143,873.3571428571429,709.2333333333333,313.657684199101,320.62380952380954
agra(up),2008-01-01,522.0,india,fao,-0.28296703296703296,1024.0,874.1428571428571,714.9666666666667,324.0396066326874,309.0333333333333
agra(up),2008-02-01,354.0,india,fao,-0.32183908045977017,937.1428571428571,861.2857142857143,710.0666666666667,412.76645074078255,227.0761904761904
agra(up),2008-03-01,423.0,india,fao,0.19491525423728806,835.8571428571429,834.2857142857143,694.3666666666667,442.87297974755245,141.49047619047622
agra(up),2008-04-01,418.0,india,fao,-0.011820330969267157,697.8571428571429,789.0714285714286,666.0666666666667,391.07860615287535,31.79047619047617
agra(up),2008-05-01,328.0,india,fao,-0.215311004784689,544.0,738.0714285714286,639.7,254.52373825113585,-95.70000000000005
agra(up),2008-06-01,341.0,india,fao,0.03963414634146334,444.85714285714283,722.0,625.7333333333333,141.431289055176,-180.87619047619052
agra(up),2008-07-01,495.0,india,fao,0.4516129032258065,411.57142857142856,720.7142857142857,623.9333333333333,75.94484213966226,-212.36190476190473
agra(up),2008-08-01,719.0,india,fao,0.45252525252525255,439.7142857142857,731.8571428571429,634.1666666666666,136.24697462783277,-194.4523809523809
agra(up),2008-09-01,843.0,india,fao,0.17246175243393602,509.57142857142856,723.3571428571429,649.7333333333333,196.85515584040897,-140.1619047619048
agra(up),2008-10-01,847.0,india,fao,0.004744958481613271,570.1428571428571,703.0,665.9333333333333,228.47058787469547,-95.79047619047617
agra(up),2008-11-01,963.0,india,fao,0.13695395513577324,648.0,672.9285714285714,688.4333333333333,258.8274843726342,-40.43333333333328
agra(up),2008-12-01,1089.0,india,fao,0.13084112149532712,756.7142857142857,650.3571428571429,713.8333333333334,261.8203673549949,42.880952380952294
agra(up),2009-01-01,1259.0,india,fao,0.15610651974288348,887.8571428571429,666.3571428571429,742.6,248.45618565549157,145.25714285714287
agra(up),2009-02-01,1043.0,india,fao,-0.17156473391580618,966.1428571428571,688.8571428571429,763.3666666666667,181.29849105037485,202.77619047619044
agra(up),2009-03-01,1096.0,india,fao,0.05081495685522541,1020.0,729.8571428571429,783.3666666666667,148.71337084023997,236.63333333333333
agra(up),2009-04-01,747.0,india,fao,-0.3184306569343066,1006.2857142857143,757.9285714285714,790.4666666666667,170.57619439780612,215.81904761904764
agra(up),2009-05-01,680.0,india,fao,-0.08969210174029452,982.4285714285714,776.2857142857143,796.1,204.81036525109204,186.32857142857142
agra(up),2009-06-01,609.0,india,fao,-0.10441176470588232,931.8571428571429,789.9285714285714,798.6,249.28325827689028,133.25714285714287
agra(up),2009-07-01,679.0,india,fao,0.11494252873563227,873.2857142857143,815.0,794.5333333333333,254.3230978405971,78.75238095238103
agra(up),2009-08-01,783.0,india,fao,0.15316642120765822,805.2857142857143,846.5714285714286,785.6,189.3363095004173,19.68571428571431
agra(up),2009-09-01,851.0,india,fao,0.0868454661558109,777.8571428571429,872.0,779.2333333333333,160.93728444275794,-1.3761904761904589
agra(up),2009-10-01,1272.0,india,fao,0.4947121034077555,803.0,911.5,802.7666666666667,221.33760036047434,0.2333333333333485
agra(up),2009-11-01,1316.0,india,fao,0.03459119496855356,884.2857142857143,945.2857142857143,829.5333333333333,290.896152309671,54.75238095238103
agra(up),2009-12-01,1242.0,india,fao,-0.05623100303951367,964.5714285714286,973.5,852.1666666666666,302.4427533395685,112.40476190476193
agra(up),2010-01-01,1308.0,india,fao,0.0531400966183575,1064.4285714285713,998.1428571428571,863.7,280.04217369464067,200.72857142857129
agra(up),2010-02-01,1256.0,india,fao,-0.03975535168195721,1146.857142857143,1010.0714285714286,867.8333333333334,227.71504749827852,279.0238095238095
agra(up),2010-03-01,1205.0,india,fao,-0.04060509554140124,1207.142857142857,1006.2142857142857,861.8666666666667,161.59252104334323,345.27619047619044
agra(up),2010-04-01,779.0,india,fao,-0.3535269709543568,1196.857142857143,987.3571428571429,841.0,188.1492568604599,355.8571428571429
agra(up),2010-05-01,661.0,india,fao,-0.1514762516046213,1109.5714285714287,956.2857142857143,828.5333333333333,270.975310771331,281.03809523809537
agra(up),2010-06-01,680.0,india,fao,0.02874432677760974,1018.7142857142857,951.5,826.9333333333333,295.7193006246043,191.78095238095239
agra(up),2010-07-01,846.0,india,fao,0.24411764705882355,962.1428571428571,963.3571428571429,837.7333333333333,283.510980722928,124.40952380952376
agra(up),2010-08-01,891.0,india,fao,0.05319148936170204,902.5714285714286,983.5,855.6333333333333,239.0514987353547,46.93809523809523
agra(up),2010-09-01,1213.0,india,fao,0.36139169472502797,896.4285714285714,1021.6428571428571,881.9666666666667,228.78800751121685,14.461904761904748
agra(up),2010-10-01,1411.0,india,fao,0.16323165704863984,925.8571428571429,1066.5,915.0666666666667,282.12552086581917,10.79047619047617
agra(up),2010-11-01,1616.0,india,fao,0.1452870304748406,1045.4285714285713,1121.142857142857,958.0,372.4284527005861,87.42857142857133
agra(up),2010-12-01,2283.0,india,fao,0.4127475247524752,1277.142857142857,1193.357142857143,1022.7333333333333,553.8012364773213,254.40952380952376
agra(up),2011-01-01,3005.0,india,fao,0.3162505475251862,1609.2857142857142,1314.0,1106.4,784.947283640907,502.88571428571413
agra(up),2011-02-01,1371.0,india,fao,-0.5437603993344426,1684.2857142857142,1323.2142857142858,1128.1333333333334,722.4556997458311,556.1523809523808
agra(up),2011-03-01,877.0,india,fao,-0.3603209336250912,1682.2857142857142,1292.4285714285713,1129.2666666666667,725.0325772648002,553.0190476190476
agra(up),2011-04-01,673.0,india,fao,-0.23261117445838086,1605.142857142857,1250.7857142857142,1123.4666666666667,807.341817029076,481.6761904761904
agra(up),2011-05-01,615.0,india,fao,-0.08618127786032692,1491.4285714285713,1208.642857142857,1111.8666666666666,890.9713532886188,379.56190476190477
agra(up),2011-06-01,562.0,india,fao,-0.08617886178861789,1340.857142857143,1193.142857142857,1094.3,953.2922651826894,246.55714285714294
agra(up),2011-07-01,808.0,india,fao,0.43772241992882566,1130.142857142857,1203.642857142857,1079.2666666666667,869.6835494537518,50.87619047619046
agra(up),2011-08-01,1003.0,india,fao,0.24133663366336644,844.1428571428571,1226.7142857142858,1077.9333333333334,278.8670104616346,-233.79047619047628
agra(up),2011-09-01,1331.0,india,fao,0.32701894317048863,838.4285714285714,1261.357142857143,1085.7666666666667,266.4031138099158,-247.3380952380952
agra(up),2011-10-01,1381.0,india,fao,0.037565740045078844,910.4285714285714,1296.357142857143,1106.9,337.25156641240227,-196.47142857142865
agra(up),2011-11-01,1042.0,india,fao,-0.24547429398986242,963.1428571428571,1284.142857142857,1118.9666666666667,322.4693414736914,-155.8238095238096
agra(up),2011-12-01,788.0,india,fao,-0.2437619961612284,987.8571428571429,1239.642857142857,1124.9333333333334,296.96095622793496,-137.0761904761905
agra(up),2012-01-01,715.0,india,fao,-0.09263959390862941,1009.7142857142857,1175.2857142857142,1126.1333333333334,264.21816382534735,-116.41904761904777
agra(up),2012-02-01,653.0,india,fao,-0.08671328671328671,987.5714285714286,1058.857142857143,1121.8,289.2495215454741,-134.2285714285714
agra(up),2012-03-01,658.0,india,fao,0.007656967840734996,938.2857142857143,891.2142857142857,1115.3666666666666,314.4750728254489,-177.08095238095223
agra(up),2012-04-01,650.0,india,fao,-0.012158054711246202,841.0,839.7142857142857,1094.6333333333334,275.6809750418043,-253.63333333333344
agra(up),2012-05-01,608.0,india,fao,-0.06461538461538463,730.5714285714286,820.5,1071.0333333333333,149.0680573237795,-340.46190476190475
agra(up),2012-06-01,583.0,india,fao,-0.041118421052631526,665.0,814.0714285714286,1049.0666666666666,68.33739825307866,-384.0666666666666
agra(up),2012-07-01,716.0,india,fao,0.228130360205832,654.7142857142857,821.2857142857143,1029.3333333333333,49.58398358917226,-374.6190476190476
agra(up),2012-08-01,775.0,india,fao,0.08240223463687157,663.2857142857143,836.5,1013.3,64.64187055284914,-350.0142857142856
agra(up),2012-09-01,766.0,india,fao,-0.011612903225806437,679.4285714285714,833.5,998.6666666666666,74.93521011037198,-319.2380952380952
agra(up),2012-10-01,827.0,india,fao,0.07963446475195823,703.5714285714286,820.9285714285714,1000.2666666666667,92.13189303539573,-296.6952380952381
agra(up),2012-11-01,1085.0,india,fao,0.3119709794437726,765.7142857142857,803.3571428571429,1014.4,166.59103045653845,-248.6857142857143
agra(up),2012-12-01,1274.0,india,fao,0.17419354838709666,860.8571428571429,795.7142857142857,1034.2,236.86524197767548,-173.34285714285716
agra(up),2013-01-01,1292.0,india,fao,0.014128728414442682,962.1428571428571,813.5714285714286,1049.0666666666666,249.49911728062168,-86.9238095238095
agra(up),2013-02-01,1746.0,india,fao,0.3513931888544892,1109.2857142857142,882.0,1077.5666666666666,359.58017848861556,31.719047619047615
agra(up),2013-03-01,1305.0,india,fao,-0.25257731958762886,1185.0,924.1428571428571,1080.6333333333334,332.21880340121197,104.36666666666656
agra(up),2013-04-01,1176.0,india,fao,-0.09885057471264369,1243.5714285714287,961.5,1072.8,277.70539374359566,170.77142857142871
agra(up),2013-05-01,1055.0,india,fao,-0.10289115646258506,1276.142857142857,989.8571428571429,1054.1,229.97204799093004,222.0428571428572
agra(up),2013-06-01,1047.0,india,fao,-0.00758293838862556,1270.7142857142858,1018.2142857142857,1012.9,235.6153038929585,257.8142857142858
agra(up),2013-07-01,1652.0,india,fao,0.5778414517669532,1324.7142857142858,1092.7857142857142,967.8,276.2979757952837,356.9142857142858
agra(up),2013-08-01,3365.0,india,fao,1.0369249394673123,1620.857142857143,1291.5,1034.2666666666667,817.0918815268835,586.5904761904762
agra(up),2013-09-01,4225.0,india,fao,0.2555720653789004,1975.0,1542.142857142857,1145.8666666666666,1284.1218789507482,829.1333333333334
agra(up),2013-10-01,4280.0,india,fao,0.013017751479289963,2400.0,1792.5,1266.1,1499.6424018189582,1133.9
agra(up),2013-11-01,3631.0,india,fao,-0.15163551401869158,2750.714285714286,1997.142857142857,1366.6333333333334,1451.9954906134883,1384.0809523809523
agra(up),2013-12-01,1878.0,india,fao,-0.4827871109887083,2868.285714285714,2072.214285714286,1410.5,1319.037997214348,1457.7857142857142
agra(up),2014-01-01,1200.0,india,fao,-0.3610223642172524,2890.1428571428573,2080.4285714285716,1423.5666666666666,1284.6477375233296,1466.5761904761907
agra(up),2014-02-01,1177.0,india,fao,-0.019166666666666665,2822.285714285714,2073.5,1429.3666666666666,1370.617101197573,1392.9190476190477
agra(up),2014-03-01,1146.0,india,fao,-0.02633814783347499,2505.285714285714,2063.0714285714284,1423.2,1476.6809308136171,1082.0857142857142
agra(up),2014-04-01,1147.0,india,fao,0.0008726003490402423,2065.5714285714284,2020.2857142857142,1415.4,1330.2632392554058,650.1714285714284
agra(up),2014-05-01,1156.0,india,fao,0.007846556233652935,1619.2857142857142,2009.642857142857,1419.2,926.1957522190273,200.08571428571418
agra(up),2014-06-01,1172.0,india,fao,0.01384083044982698,1268.0,2009.357142857143,1432.0,269.6571897799092,-164.0
agra(up),2014-07-01,1846.0,india,fao,0.5750853242320819,1263.4285714285713,2065.8571428571427,1469.7,257.59390335878874,-206.27142857142871
agra(up),2014-08-01,1802.0,india,fao,-0.023835319609967542,1349.4285714285713,2119.785714285714,1508.0,324.65153479941705,-158.57142857142867
agra(up),2014-09-01,1675.0,india,fao,-0.07047724750277473,1420.5714285714287,2121.4285714285716,1541.9,334.9695792868618,-121.32857142857142
agra(up),2014-10-01,1775.0,india,fao,0.05970149253731338,1510.4285714285713,2007.857142857143,1579.4,333.4010883519788,-68.97142857142876
agra(up),2014-11-01,1675.0,india,fao,-0.05633802816901412,1585.857142857143,1825.7142857142858,1614.9666666666667,294.99007247217867,-29.109523809523807
agra(up),2014-12-01,1623.0,india,fao,-0.03104477611940304,1652.5714285714287,1635.9285714285713,1649.6333333333334,226.40734465622836,2.9380952380952294
agra(up),2015-01-01,1693.0,india,fao,0.04313000616142948,1727.0,1497.5,1682.2,81.1069253105547,44.799999999999955
agra(up),2015-02-01,1583.0,india,fao,-0.06497341996455996,1689.4285714285713,1476.4285714285713,1709.1333333333334,77.63559566516015,-19.70476190476211
agra(up),2015-03-01,1750.0,india,fao,0.10549589387239422,1682.0,1515.7142857142858,1741.9333333333334,66.80069859913024,-59.933333333333394
